TS,m,sem,h,N,X,Tmax,Tmin,IntTem,Tmed,Vmax,Vmin,Intvel,Vmed,oil,Presion,Peso,Retraso,tempsuelo
41712.8333333333,3,6,20,21501,12527,5,3.4,0.27,3.94,6.79,6.77,0.001,6.78,13.3,8.7,1027,0,63.3
41712.875,3,6,21,21502,12528,3.77,2.66,0.214,3.39,6.79,6.76,0.002,6.77,12.6,7.4,1028,0,72.6
41712.9166666667,3,6,22,21503,12529,3.62,2.81,0.141,3.17,6.81,6.76,0.004,6.79,12,6,1029,0,82
41712.9583333333,3,6,23,21504,12530,2.86,1.99,0.206,2.37,6.84,6.82,0.002,6.83,11.3,5.3,1029.3,0,78.7
41713,3,7,0,21505,12531,3.02,1.76,0.38,2.19,6.88,6.84,0.003,6.86,10.6,4.6,1029.6,0,75.4
41713.0416666667,3,7,1,21506,12532,1.9,1.33,0.197,1.58,6.91,6.89,0.001,6.9,10,4,1030,0,72
41713.0833333333,3,7,2,21507,12533,1.24,0.56,0.392,0.91,6.92,6.9,0.001,6.91,9.7,3.7,1030,0,73.3
41713.125,3,7,3,21508,12534,0.63,0.39,0.277,0.49,6.95,6.92,0.002,6.93,9.4,3.4,1030,0,74.6
41713.1666666667,3,7,4,21509,12535,0.53,0.18,0.614,0.33,6.97,6.95,0.001,6.96,9,3,1030,0,76
41713.2083333333,3,7,5,21510,12536,0.36,0.27,0.186,0.33,6.97,6.97,0,6.97,9.3,2.7,1030.3,0,77.7
41713.25,3,7,6,21511,12537,0.86,0.28,0.615,0.53,6.97,6.96,0.001,6.97,9.6,2.4,1030.6,0,79.4
41713.2916666667,3,7,7,21512,12538,2.53,0.75,0.744,1.45,6.96,6.91,0.004,6.94,10,2,1031,0,81
41713.3333333333,3,7,8,21513,12539,6.64,2.82,0.412,4.8,6.9,6.76,0.011,6.83,9.7,4,1031,0,73.3
41713.375,3,7,9,21514,12540,8.84,7.28,0.106,8.14,6.73,6.61,0.009,6.67,9.4,6,1031,0,65.6
41713.4166666667,3,7,10,21515,12541,9.45,8.33,0.073,8.81,6.6,6.56,0.003,6.58,9,8,1031,0,58
41713.4583333333,3,7,11,21516,12542,7.96,6.25,0.14,7.26,6.62,6.57,0.005,6.59,12.7,9.7,1030.7,0,52.3
41713.5,3,7,12,21517,12543,6.25,4.19,0.214,5.34,6.69,6.62,0.007,6.66,16.4,11.4,1030.4,0,46.6
41713.5416666667,3,7,13,21518,12544,4.6,4.08,0.065,4.36,6.74,6.7,0.003,6.72,20,13,1030,0,41
41713.5833333333,3,7,14,21519,12545,5.4,3.96,0.165,4.74,6.75,6.73,0.002,6.73,20.7,13.7,1029.7,0,41.3
41713.625,3,7,15,21520,12546,6.13,4.87,0.145,5.36,6.74,6.71,0.003,6.72,21.4,14.4,1029.4,0,41.6
41713.6666666667,3,7,16,21521,12547,5.14,3.89,0.186,4.78,6.79,6.73,0.005,6.76,22,15,1029,0,42
41713.7083333333,3,7,17,21522,12548,4.36,3.21,0.2,4.01,6.79,6.76,0.003,6.79,19.7,13,1029.3,0,49
41713.75,3,7,18,21523,12549,4.41,2.86,0.262,3.49,6.82,6.8,0.001,6.81,17.4,11,1029.6,0,56
41713.7916666667,3,7,19,21524,12550,4.27,3.29,0.132,3.77,6.84,6.81,0.003,6.83,15,9,1030,0,63
41713.8333333333,3,7,20,21525,12551,4.14,2.88,0.216,3.4,6.85,6.84,0.001,6.84,14.3,7.3,1030.7,0,72.7
41713.875,3,7,21,21526,12552,4.01,2.48,0.272,3.4,6.82,6.81,0.001,6.81,13.6,5.6,1031.4,0,82.4
41713.9166666667,3,7,22,21527,12553,4,2.97,0.15,3.49,6.84,6.8,0.003,6.82,13,4,1032,0,92
41713.9583333333,3,7,23,21528,12554,3.46,2.3,0.287,2.69,6.89,6.85,0.003,6.88,13.3,3.3,1032,0,92.7
41714,3,1,0,21529,12555,3.29,2.31,0.186,2.83,6.94,6.89,0.004,6.92,13.6,2.6,1032,0,93.4
41714.0416666667,3,1,1,21530,12556,2.37,0.8,0.653,1.43,6.98,6.94,0.004,6.97,14,2,1032,0,94
41714.0833333333,3,1,2,21531,12557,1.36,0.86,0.281,1.06,7,6.98,0.001,6.99,13.7,2,1031.7,0,92.3
41714.125,3,1,3,21532,12558,0.81,0.43,0.329,0.64,7.01,7,0.001,7.01,13.4,2,1031.4,0,90.6
41714.1666666667,3,1,4,21533,12559,0.52,0.19,0.527,0.4,7.01,7.01,0,7.01,13,2,1031,0,89
41714.2083333333,3,1,5,21534,12560,0.59,0.37,0.256,0.47,7.02,7.01,0.001,7.02,13,2,1030.7,0,88.7
41714.25,3,1,6,21535,12561,0.89,0.47,0.312,0.68,7.04,7.03,0.001,7.03,13,2,1030.4,0,88.4
41714.2916666667,3,1,7,21536,12562,2.01,0.85,0.45,1.38,7.05,7.03,0.002,7.05,13,2,1030,0,88
41714.3333333333,3,1,8,21537,12563,5.32,2.76,0.335,3.99,7.03,6.96,0.006,7,14,4.3,1029.7,0,78.3
41714.375,3,1,9,21538,12564,8.84,5.76,0.217,7.36,6.94,6.79,0.01,6.86,15,6.6,1029.4,0,68.6
41714.4166666667,3,1,10,21539,12565,9.9,7.82,0.183,8.36,6.76,6.68,0.008,6.71,16,9,1029,0,59
41714.4583333333,3,1,11,21540,12566,8.73,7.32,0.092,7.99,6.67,6.64,0.003,6.66,18.3,11.3,1028.7,0,52
41714.5,3,1,12,21541,12567,7.15,5.46,0.135,6.3,6.77,6.68,0.008,6.72,20.6,13.6,1028.4,0,45
41714.5416666667,3,1,13,21542,12568,5.4,3.86,0.175,4.68,6.87,6.8,0.007,6.84,23,16,1028,0,38
41714.5833333333,3,1,14,21543,12569,5.02,4.29,0.088,4.62,6.87,6.85,0.001,6.86,23.3,16.3,1027,0,37.7
41714.625,3,1,15,21544,12570,5.16,4.52,0.082,4.77,6.87,6.86,0.001,6.86,23.6,16.6,1026,0,37.4
41714.6666666667,3,1,16,21545,12571,5.27,4.38,0.098,4.8,6.92,6.85,0.007,6.89,24,17,1025,0,37
41714.7083333333,3,1,17,21546,12572,4.99,4.17,0.092,4.6,6.97,6.92,0.004,6.95,21.7,15,1025,0,43.3
41714.75,3,1,18,21547,12573,4.84,4.15,0.089,4.56,6.96,6.94,0.001,6.95,19.4,13,1025,0,49.6
41714.7916666667,3,1,19,21548,12574,4.11,3.31,0.11,3.7,6.94,6.91,0.003,6.92,17,11,1025,0,56
41714.8333333333,3,1,20,21549,12575,4.34,2.88,0.203,3.62,6.9,6.86,0.003,6.88,15.7,9.3,1025.7,0,62.3
41714.875,3,1,21,21550,12576,4.68,3.11,0.29,4.38,6.87,6.84,0.003,6.85,14.4,7.6,1026.4,0,68.6
41714.9166666667,3,1,22,21551,12577,4.47,3.76,0.1,4.18,6.96,6.88,0.006,6.92,13,6,1027,0,75
41714.9583333333,3,1,23,21552,12578,4.03,2.59,0.288,3.13,7.04,6.97,0.006,7.01,11.3,5.3,1026.3,0,71.7
41715,3,2,0,21553,12579,3.56,1.94,0.422,2.5,7.07,7.04,0.003,7.06,9.6,4.6,1025.6,0,68.4
41715.0416666667,3,2,1,21554,12580,1.43,0.47,0.724,0.83,7.11,7.08,0.003,7.1,8,4,1025,0,65
41715.0833333333,3,2,2,21555,12581,0.77,0.34,0.409,0.57,7.12,7.11,0,7.12,6.7,3.7,1024.3,0,61.7
41715.125,3,2,3,21556,12582,0.43,0.19,0.41,0.3,7.12,7.12,0,7.12,5.4,3.4,1023.6,0,58.4
41715.1666666667,3,2,4,21557,12583,0.49,0.24,0.357,0.36,7.12,7.12,0,7.12,4,3,1023,0,55
41715.2083333333,3,2,5,21558,12584,0.84,0.33,0.578,0.53,7.12,7.12,0,7.12,4,3,1023,0,57.7
41715.25,3,2,6,21559,12585,2.17,0.48,1.023,1.07,7.12,7.07,0.004,7.1,4,3,1023,0,60.4
41715.2916666667,3,2,7,21560,12586,5.94,1.75,0.616,4.56,7.05,6.9,0.012,6.97,4,3,1023,0,63
41715.3333333333,3,2,8,21561,12587,9.32,6.49,0.202,8.14,6.88,6.8,0.007,6.83,5.3,6.3,1023,0,54
41715.375,3,2,9,21562,12588,9.16,8.37,0.057,8.66,6.8,6.75,0.004,6.77,6.6,9.6,1023,0,45
41715.4166666667,3,2,10,21563,12589,8.59,6.81,0.119,7.67,6.77,6.76,0.001,6.77,8,13,1023,0,36
41715.4583333333,3,2,11,21564,12590,8.05,7.12,0.064,7.57,6.82,6.78,0.004,6.8,9.3,15.3,1022.7,0,36
41715.5,3,2,12,21565,12591,5.73,4.24,0.166,5.08,6.88,6.84,0.003,6.86,10.6,17.6,1022.4,0,36
41715.5416666667,3,2,13,21566,12592,4.88,3.92,0.135,4.53,6.89,6.87,0.001,6.88,12,20,1022,0,36
41715.5833333333,3,2,14,21567,12593,6.53,4.88,0.157,5.79,6.86,6.78,0.007,6.83,12.7,20.3,1021,0,35.3
41715.625,3,2,15,21568,12594,7.15,5.74,0.125,6.56,6.76,6.74,0.002,6.75,13.4,20.6,1020,0,34.6
41715.6666666667,3,2,16,21569,12595,5.92,4.78,0.107,5.35,6.87,6.77,0.008,6.82,14,21,1019,0,34
41715.7083333333,3,2,17,21570,12596,5.25,4.11,0.201,4.37,6.9,6.85,0.004,6.88,12.7,18.7,1019.3,0,40
41715.75,3,2,18,21571,12597,4.08,2.58,0.248,3.43,6.91,6.9,0.001,6.91,11.4,16.4,1019.6,0,46
41715.7916666667,3,2,19,21572,12598,3.79,2.47,0.252,3.3,6.92,6.9,0.001,6.91,10,14,1020,0,52
41715.8333333333,3,2,20,21573,12599,3.79,2.76,0.185,3.39,6.89,6.87,0.002,6.88,8,12,1020.7,0,60.3
41715.875,3,2,21,21574,12600,5.55,3.77,0.197,4.69,6.87,6.8,0.006,6.83,6,10,1021.4,0,68.6
41715.9166666667,3,2,22,21575,12601,5.18,4.01,0.139,4.55,6.89,6.82,0.006,6.85,4,8,1022,0,77
41715.9583333333,3,2,23,21576,12602,3.97,2.54,0.251,3.4,6.96,6.9,0.005,6.93,3.3,7.7,1021.7,0,80
41716,3,3,0,21577,12603,3.3,2.18,0.26,2.94,7.01,6.96,0.004,6.98,2.6,7.4,1021.4,0,83
41716.0416666667,3,3,1,21578,12604,1.92,0.88,0.375,1.41,7.03,7,0.003,7.02,2,7,1021,0,86
41716.0833333333,3,3,2,21579,12605,1.25,0.9,0.194,1.05,7.04,7.03,0.001,7.04,2.3,6.7,1021,0,86.7
41716.125,3,3,3,21580,12606,0.98,0.7,0.197,0.87,7.05,7.04,0.001,7.05,2.6,6.4,1021,0,87.4
41716.1666666667,3,3,4,21581,12607,1.01,0.61,0.252,0.82,7.05,7.04,0,7.05,3,6,1021,0,88
41716.2083333333,3,3,5,21582,12608,1.03,0.6,0.278,0.81,7.05,7.05,0,7.05,4,5.7,1021.3,0,88.7
41716.25,3,3,6,21583,12609,2.44,0.82,0.546,1.58,7.04,7.01,0.003,7.03,5,5.4,1021.6,0,89.4
41716.2916666667,3,3,7,21584,12610,6.55,3.13,0.391,4.71,6.98,6.84,0.012,6.9,6,5,1022,0,90
41716.3333333333,3,3,8,21585,12611,9.46,6.02,0.235,7.67,6.82,6.73,0.008,6.76,7.3,7,1022.3,0,83.3
41716.375,3,3,9,21586,12612,9.66,6.74,0.213,7.97,6.73,6.72,0.002,6.73,8.6,9,1022.6,0,76.6
41716.4166666667,3,3,10,21587,12613,8.31,6.9,0.093,7.61,6.76,6.72,0.003,6.74,10,11,1023,0,70
41716.4583333333,3,3,11,21588,12614,6.92,5.62,0.104,6.27,6.8,6.77,0.003,6.78,12.3,12.7,1023,0,65.3
41716.5,3,3,12,21589,12615,5.67,4.17,0.229,4.61,6.83,6.82,0.001,6.83,14.6,14.4,1023,0,60.6
41716.5416666667,3,3,13,21590,12616,5.24,4.01,0.201,4.36,6.86,6.85,0.001,6.85,17,16,1023,0,56
41716.5833333333,3,3,14,21591,12617,5.61,4.64,0.104,5.18,6.84,6.8,0.004,6.82,18.7,16,1022.7,0,56.3
41716.625,3,3,15,21592,12618,6.95,5.81,0.115,6.24,6.79,6.75,0.003,6.77,20.4,16,1022.4,0,56.6
41716.6666666667,3,3,16,21593,12619,6.43,4.26,0.22,5.46,6.85,6.8,0.004,6.83,22,16,1022,0,57
41716.7083333333,3,3,17,21594,12620,3.84,3.03,0.13,3.48,6.89,6.86,0.002,6.88,21,14,1022.7,0,63.7
41716.75,3,3,18,21595,12621,2.95,2.4,0.113,2.65,6.92,6.89,0.002,6.9,20,12,1023.4,0,70.4
41716.7916666667,3,3,19,21596,12622,3.61,2.16,0.269,2.84,6.92,6.89,0.002,6.91,19,10,1024,0,77
41716.8333333333,3,3,20,21597,12623,3.81,2.77,0.17,3.34,6.89,6.85,0.003,6.87,17.7,8.7,1025,0,83
41716.875,3,3,21,21598,12624,5.39,2.72,0.357,4.23,6.85,6.81,0.003,6.83,16.4,7.4,1026,0,89
41716.9166666667,3,3,22,21599,12625,4.84,3.18,0.27,3.81,6.88,6.83,0.005,6.86,15,6,1027,0,95
41716.9583333333,3,3,23,21600,12626,3.6,1.7,0.394,2.8,6.95,6.91,0.003,6.94,15,5.3,1027.3,0,94
41717,3,4,0,21601,12627,3.12,1.26,0.443,2.16,7,6.95,0.004,6.97,15,4.6,1027.6,0,93
41717.0416666667,3,4,1,21602,12628,0.92,0.2,0.657,0.55,7.02,7.01,0.001,7.02,15,4,1028,0,92
41717.0833333333,3,4,2,21603,12629,0.3,0,1.899,0.1,7.03,7.03,0,7.03,14.7,3.7,1027.7,0,93.3
41717.125,3,4,3,21604,12630,0.25,0,1.865,0.09,7.04,7.03,0,7.03,14.4,3.4,1027.4,0,94.6
41717.1666666667,3,4,4,21605,12631,0.31,0,1.518,0.12,7.04,7.03,0,7.04,14,3,1027,0,96
41717.2083333333,3,4,5,21606,12632,0.29,0.06,1.12,0.13,7.03,7.03,0,7.03,13.3,3,1027,0,96.3
41717.25,3,4,6,21607,12633,1.93,0.06,1.672,0.72,7.03,6.99,0.003,7.01,12.6,3,1027,0,96.6
41717.2916666667,3,4,7,21608,12634,6.26,2.39,0.459,4.41,6.98,6.85,0.01,6.91,12,3,1027,0,97
41717.3333333333,3,4,8,21609,12635,8.84,6.37,0.165,7.59,6.84,6.77,0.005,6.8,12,4.7,1026.7,0,91
41717.375,3,4,9,21610,12636,8.4,7.66,0.063,7.9,6.82,6.79,0.002,6.8,12,6.4,1026.4,0,85
41717.4166666667,3,4,10,21611,12637,7.75,5.58,0.184,6.83,6.82,6.76,0.006,6.8,12,8,1026,0,79
41717.4583333333,3,4,11,21612,12638,5.57,3.31,0.257,4.46,6.8,6.76,0.003,6.78,10.7,9.7,1025.3,0,71
41717.5,3,4,12,21613,12639,4.25,2.22,0.367,3.51,6.81,6.79,0.002,6.8,9.4,11.4,1024.6,0,63
41717.5416666667,3,4,13,21614,12640,2.89,1.78,0.263,2.41,6.83,6.81,0.002,6.82,8,13,1024,0,55
41717.5833333333,3,4,14,21615,12641,3.84,2.97,0.158,3.52,6.82,6.73,0.007,6.78,6.7,14.7,1022.7,0,51.7
41717.625,3,4,15,21616,12642,4.63,3.81,0.124,4.34,6.72,6.68,0.004,6.69,5.4,16.4,1021.4,0,48.4
41717.6666666667,3,4,16,21617,12643,5.09,4.08,0.144,4.45,6.81,6.71,0.009,6.76,4,18,1020,0,45
41717.7083333333,3,4,17,21618,12644,3.41,1.67,0.402,2.79,6.82,6.78,0.004,6.81,4.3,16,1019.7,0,51
41717.75,3,4,18,21619,12645,2.17,1.37,0.255,1.84,6.84,6.82,0.002,6.84,4.6,14,1019.4,0,57
41717.7916666667,3,4,19,21620,12646,2.18,0.72,0.535,1.42,6.85,6.83,0.002,6.85,5,12,1019,0,63
41717.8333333333,3,4,20,21621,12647,2.54,1.29,0.377,2.08,6.82,6.78,0.003,6.8,5.7,10.7,1019.3,0,67
41717.875,3,4,21,21622,12648,3.63,1.74,0.376,2.79,6.79,6.74,0.005,6.75,6.4,9.4,1019.6,0,71
41717.9166666667,3,4,22,21623,12649,3.42,1.74,0.362,2.73,6.81,6.75,0.005,6.78,7,8,1020,0,75
41717.9583333333,3,4,23,21624,12650,2.89,1.56,0.355,2.14,6.89,6.84,0.004,6.87,7.3,7.7,1019.7,0,77.3
41718,3,5,0,21625,12651,2.07,0.55,0.779,1.16,6.96,6.89,0.006,6.92,7.6,7.4,1019.4,0,79.6
41718.0416666667,3,5,1,21626,12652,0.35,0.05,1.015,0.17,6.99,6.97,0.002,6.98,8,7,1019,0.1,82
41718.0833333333,3,5,2,21627,12653,0.48,0.11,0.632,0.3,7,6.99,0.001,7,8,7,1018.7,0.1,83.3
41718.125,3,5,3,21628,12654,0.37,0.05,1.56,0.14,7.01,7,0,7,8,7,1018.4,0.1,84.6
41718.1666666667,3,5,4,21629,12655,0.41,0.06,0.875,0.22,7.01,7.01,0,7.01,8,7,1018,0,86
41718.2083333333,3,5,5,21630,12656,0.49,0.08,0.713,0.29,7.01,7,0.001,7,8.3,6.7,1017.7,0,87
41718.25,3,5,6,21631,12657,0.31,0.04,0.985,0.16,6.99,6.96,0.003,6.98,8.6,6.4,1017.4,0,88
41718.2916666667,3,5,7,21632,12658,5,1.75,0.523,3.66,6.94,6.75,0.015,6.84,9,6,1017,0,89
41718.3333333333,3,5,8,21633,12659,6.39,4.13,0.275,5.7,6.76,6.69,0.006,6.72,9.3,8.7,1017.3,0,81.7
41718.375,3,5,9,21634,12660,6.61,6.28,0.036,6.51,6.72,6.7,0.002,6.71,9.6,11.4,1017.6,0,74.4
41718.4166666667,3,5,10,21635,12661,7.81,4.95,0.229,6.42,6.73,6.71,0.002,6.72,10,14,1018,0,67
41718.4583333333,3,5,11,21636,12662,5.02,4.41,0.081,4.8,6.77,6.73,0.003,6.75,12.7,15.7,1018,0,59.7
41718.5,3,5,12,21637,12663,4.26,2.14,0.345,3.17,6.79,6.77,0.001,6.78,15.4,17.4,1018,0,52.4
41718.5416666667,3,5,13,21638,12664,3.43,2.21,0.246,2.75,6.8,6.78,0.002,6.79,18,19,1018,0,45
41718.5833333333,3,5,14,21639,12665,4.8,3.64,0.146,4.18,6.77,6.67,0.008,6.73,18,19.3,1017,0,43
41718.625,3,5,15,21640,12666,4.79,3.98,0.098,4.42,6.67,6.62,0.005,6.63,18,19.6,1016,0,41
41718.6666666667,3,5,16,21641,12667,6.17,2.72,0.64,3.76,6.75,6.66,0.009,6.72,18,20,1015,0,39
41718.7083333333,3,5,17,21642,12668,2.9,1.67,0.379,2.1,6.79,6.77,0.002,6.78,14.7,18,1015.3,0,45
41718.75,3,5,18,21643,12669,2.4,0.98,0.485,1.62,6.82,6.8,0.001,6.81,11.4,16,1015.6,0,51
41718.7916666667,3,5,19,21644,12670,1.82,1.22,0.215,1.55,6.82,6.8,0.003,6.81,8,14,1016,0,57
41718.8333333333,3,5,20,21645,12671,2.3,1.26,0.375,1.67,6.8,6.77,0.003,6.79,7.3,12,1016.3,0.1,64.3
41718.875,3,5,21,21646,12672,3.48,1.44,0.519,2.29,6.76,6.73,0.003,6.74,6.6,10,1016.6,0.2,71.6
41718.9166666667,3,5,22,21647,12673,2.52,2,0.145,2.33,6.83,6.72,0.009,6.77,6,8,1017,0.4,79
41718.9583333333,3,5,23,21648,12674,1.57,0.57,0.617,0.97,6.89,6.84,0.004,6.87,8,8,1017.3,0.3,79.7
41719,3,6,0,21649,12675,1.76,0.2,0.799,1.02,6.92,6.83,0.006,6.88,10,8,1017.6,0.2,80.4
41719.0416666667,3,6,1,21650,12676,0.27,0.05,0.995,0.13,6.96,6.92,0.004,6.95,12,8,1018,0,81
41719.0833333333,3,6,2,21651,12677,0.75,0.02,1.475,0.3,6.98,6.95,0.003,6.97,12.7,7.7,1018,0,85
41719.125,3,6,3,21652,12678,0.5,0.02,0.95,0.32,6.98,6.98,0.001,6.98,13.4,7.4,1018,0,89
41719.1666666667,3,6,4,21653,12679,0.22,0.05,0.631,0.14,6.99,6.98,0.001,6.99,14,7,1018,0,93
41719.2083333333,3,6,5,21654,12680,0.43,0.26,0.251,0.34,7,6.99,0.001,6.99,14,7,1017.7,0,93.3
41719.25,3,6,6,21655,12681,0.57,0.14,0.663,0.41,6.99,6.94,0.004,6.97,14,7,1017.4,0,93.6
41719.2916666667,3,6,7,21656,12682,4.9,1.12,0.63,3.02,6.91,6.78,0.011,6.84,14,7,1017,0,94
41719.3333333333,3,6,8,21657,12683,6.5,4.67,0.184,5.73,6.76,6.7,0.006,6.72,15,8,1017.3,0,87.7
41719.375,3,6,9,21658,12684,7.01,5.96,0.097,6.6,6.72,6.69,0.003,6.7,16,9,1017.6,0,81.4
41719.4166666667,3,6,10,21659,12685,7.46,5.02,0.216,6.41,6.75,6.69,0.005,6.71,17,10,1018,0,75
41719.4583333333,3,6,11,21660,12686,5.23,3.42,0.22,4.38,6.77,6.75,0.001,6.76,20,12,1017.7,0,67
41719.5,3,6,12,21661,12687,3.38,2.62,0.148,2.94,6.78,6.75,0.003,6.76,23,14,1017.4,0,59
41719.5416666667,3,6,13,21662,12688,3.69,2.6,0.192,3.09,6.8,6.79,0.001,6.79,26,16,1017,0,51
41719.5833333333,3,6,14,21663,12689,4.18,3,0.234,3.39,6.8,6.7,0.008,6.75,27,15.7,1016.3,0,52.7
41719.625,3,6,15,21664,12690,4.98,3.22,0.228,4.05,6.68,6.65,0.003,6.66,28,15.4,1015.6,0,54.4
41719.6666666667,3,6,16,21665,12691,4.28,2.63,0.32,3.86,6.77,6.66,0.009,6.72,29,15,1015,0.1,56
41719.7083333333,3,6,17,21666,12692,3.23,2.06,0.239,2.71,6.81,6.78,0.002,6.79,26.7,14,1014.7,0.1,60.3
41719.75,3,6,18,21667,12693,2.62,1.82,0.236,2.38,6.81,6.79,0.001,6.8,24.4,13,1014.4,0.1,64.6
41719.7916666667,3,6,19,21668,12694,3.47,1.93,0.312,2.64,6.82,6.79,0.003,6.81,22,12,1014,0.2,69
41719.8333333333,3,6,20,21669,12695,2.64,1.18,0.433,2.07,6.83,6.81,0.001,6.82,21,11,1014.3,0.3,76.7
41719.875,3,6,21,21670,12696,2.84,0.95,0.518,1.96,6.82,6.79,0.002,6.81,20,10,1014.6,0.4,84.4
41719.9166666667,3,6,22,21671,12697,2.34,1.45,0.236,1.9,6.86,6.81,0.004,6.83,19,9,1015,0.6,92
41719.9583333333,3,6,23,21672,12698,2.08,0.62,0.579,1.47,6.89,6.87,0.002,6.88,19.7,8.7,1015,0.6,92
41720,3,7,0,21673,12699,1.68,0.51,0.582,1.22,6.93,6.89,0.003,6.9,20.4,8.4,1015,0.6,92
41720.0416666667,3,7,1,21674,12700,0.47,0.02,0.942,0.24,6.96,6.92,0.003,6.95,21,8,1015,0.5,92
41720.0833333333,3,7,2,21675,12701,0.41,0.02,1.366,0.17,6.98,6.96,0.002,6.98,22.3,8,1014.7,0.4,89.7
41720.125,3,7,3,21676,12702,0.35,0.01,1.817,0.12,6.98,6.98,0,6.98,23.6,8,1014.4,0.3,87.4
41720.1666666667,3,7,4,21677,12703,0.37,0.19,0.325,0.28,7,6.98,0.001,6.99,25,8,1014,0.2,85
41720.2083333333,3,7,5,21678,12704,0.55,0.24,0.453,0.44,7.02,7,0.001,7.01,23,7,1014.3,0.2,85.3
41720.25,3,7,6,21679,12705,0.38,0.06,0.809,0.21,7.03,7.02,0,7.02,21,6,1014.6,0.2,85.6
41720.2916666667,3,7,7,21680,12706,0.97,0.03,0.94,0.55,7.01,6.96,0.004,6.99,19,5,1015,0.1,86
41720.3333333333,3,7,8,21681,12707,4.86,1.5,0.545,3.29,6.93,6.8,0.011,6.87,19.3,5.7,1015.3,0.1,78.7
41720.375,3,7,9,21682,12708,8.07,5.59,0.21,7.08,6.78,6.65,0.01,6.71,19.6,6.4,1015.6,0.1,71.4
41720.4166666667,3,7,10,21683,12709,8.28,7.04,0.091,7.59,6.63,6.6,0.003,6.62,20,7,1016,0,64
41720.4583333333,3,7,11,21684,12710,7.73,6.59,0.107,6.98,6.68,6.61,0.006,6.64,21.7,8.3,1015.7,0,58.3
41720.5,3,7,12,21685,12711,6.07,4.09,0.26,4.82,6.74,6.7,0.004,6.72,23.4,9.6,1015.4,0,52.6
41720.5416666667,3,7,13,21686,12712,4.93,3.98,0.112,4.48,6.78,6.75,0.003,6.77,25,11,1015,0,47
41720.5833333333,3,7,14,21687,12713,5,3.66,0.213,4.12,6.77,6.76,0.001,6.77,24.7,11,1014.7,0.2,47
41720.625,3,7,15,21688,12714,5.05,3.55,0.183,4.35,6.77,6.75,0.002,6.76,24.4,11,1014.4,0.4,47
41720.6666666667,3,7,16,21689,12715,5.05,3.31,0.233,4.1,6.84,6.77,0.006,6.81,24,11,1014,0.7,47
41720.7083333333,3,7,17,21690,12716,4.45,2.89,0.243,3.58,6.86,6.83,0.003,6.85,20.7,9.3,1014.7,0.9,52
41720.75,3,7,18,21691,12717,3.74,2.45,0.25,2.99,6.86,6.84,0.001,6.85,17.4,7.6,1015.4,1.1,57
41720.7916666667,3,7,19,21692,12718,3.66,2.57,0.176,3.11,6.87,6.84,0.002,6.86,14,6,1016,1.3,62
41720.8333333333,3,7,20,21693,12719,3.47,2.67,0.151,3.14,6.87,6.86,0.001,6.86,12,4.7,1016.7,1,68
41720.875,3,7,21,21694,12720,3.8,3.02,0.151,3.3,6.86,6.83,0.003,6.84,10,3.4,1017.4,0.7,74
41720.9166666667,3,7,22,21695,12721,3.57,2.42,0.219,2.93,6.9,6.84,0.006,6.88,8,2,1018,0.3,80
41720.9583333333,3,7,23,21696,12722,3.61,2.12,0.39,2.6,6.93,6.91,0.002,6.92,9.3,1.3,1018.3,0.2,81.3
41721,3,1,0,21697,12723,3.03,1.51,0.435,2.11,6.95,6.93,0.002,6.94,10.6,0.6,1018.6,0.1,82.6
41721.0416666667,3,1,1,21698,12724,1.34,0.9,0.264,1.22,6.99,6.95,0.003,6.97,12,0,1019,0,84
41721.0833333333,3,1,2,21699,12725,1.35,0.34,0.914,0.7,7.01,6.99,0.002,7,11.3,-0.3,1018.7,0,86.3
41721.125,3,1,3,21700,12726,0.38,0.2,0.383,0.32,7.02,7.01,0.001,7.02,10.6,-0.6,1018.4,0,88.6
41721.1666666667,3,1,4,21701,12727,0.35,0.13,0.47,0.25,7.03,7.02,0,7.03,10,-1,1018,0,91
41721.2083333333,3,1,5,21702,12728,0.53,0.2,0.505,0.4,7.03,7.03,0,7.03,9.3,-1.3,1018.3,0,92.3
41721.25,3,1,6,21703,12729,0.57,0.28,0.336,0.42,7.03,7.03,0.001,7.03,8.6,-1.6,1018.6,0,93.6
41721.2916666667,3,1,7,21704,12730,1.52,0.4,0.628,1.08,7.02,7.01,0.001,7.02,8,-2,1019,0,95
41721.3333333333,3,1,8,21705,12731,4.89,1.55,0.551,3.46,7,6.93,0.006,6.97,9,-0.3,1019.7,0,86.7
41721.375,3,1,9,21706,12732,7.97,4.68,0.266,6.38,6.91,6.79,0.009,6.85,10,1.4,1020.4,0,78.4
41721.4166666667,3,1,10,21707,12733,9.18,7.47,0.105,8.35,6.78,6.68,0.009,6.72,11,3,1021,0,70
41721.4583333333,3,1,11,21708,12734,7.93,6.36,0.137,7.37,6.67,6.64,0.003,6.65,12.3,4.3,1021.3,0.1,64.7
41721.5,3,1,12,21709,12735,6.97,5.56,0.143,6.1,6.76,6.69,0.006,6.72,13.6,5.6,1021.6,0.2,59.4
41721.5416666667,3,1,13,21710,12736,5.37,3.96,0.187,4.52,6.82,6.77,0.004,6.8,15,7,1022,0.3,54
41721.5833333333,3,1,14,21711,12737,5.28,4.09,0.137,4.73,6.83,6.82,0.001,6.83,14.3,7.7,1021.7,0.2,51.7
